val_loss,val_acc,loss,acc
2.509751464471834,0.3108228979255731,2.8876959198167564,0.23208072372703029
2.2894213698631107,0.3613595708218372,2.36320661168791,0.34267819863994525
2.1500176078305047,0.3940071553151808,2.184774534734773,0.3829406501610695
2.024913332756602,0.4141323789287765,2.029900004024925,0.4170394671320003
1.946626481515137,0.4369409661173607,1.899618239132094,0.4483547072332841
1.877726988630346,0.4588550980701003,1.7737226058384665,0.4831991251585841
1.8563621777754564,0.4736135957599326,1.639712839385413,0.5158564469629188
1.8617525945195998,0.4700357783885676,1.4995891091861264,0.5576101004135207
1.8752213420083144,0.46958855077064526,1.3442913651975963,0.6022467441795384
1.8996269835129194,0.4669051880486749,1.1726467195153534,0.6553832389023968
1.9891712281699685,0.4637745977620959,0.9978857372055733,0.7036981807573733
2.025584321968884,0.4700357784418812,0.8115887407138269,0.7616065215170887
2.1333861453375365,0.46645796091057534,0.6346490317612119,0.8192663286312731
2.293901620482716,0.46601073334596665,0.48123680651099016,0.8715578089391798
2.391123987481078,0.46511627933633565,0.3435833617883383,0.9174868277461004
2.47947725413737,0.46198568899644293,0.24196263792820794,0.9507406302576381
2.6263720404909847,0.4619856889431293,0.16769465627816293,0.9715677502556105
2.7665552410542005,0.4593023257946499,0.11774775411632571,0.9811611492018278
2.81063996529963,0.4561717350815618,0.0904132818971883,0.9874241972185293
2.9118979693738636,0.4552772811252444,0.07352955515741508,0.9896610000816369
2.9511132820347767,0.45169946354062485,0.06973530192793642,0.9891639327965006
2.9402600712341145,0.4534883718797687,0.08143164147106717,0.9852868078160042
